META_ID,PRS_ID,PRS_NM,PRS_ROLE_NM,FILMOGRAPHY
MM1000156850,MP0000026798,벤 위쇼,주연,메리 포핀스 리턴즈|홀로그램 포 더 킹|패딩턴 2
MM1000156850,MP0000133780,에밀리 블런트,주연,메리 포핀스 리턴즈|콰이어트 플레이스|콰이어트 플레이스|걸 온 더 트레인
MM1000156850,MP1000005011,린-마누엘 미란다,주연,메리 포핀스 리턴즈
MM1000156850,,,,
MM1000156905,MP0000152270,이소은,주연,래미의 초특급 시간여행|커다랗고 커다랗고 커다란 배|아기돼지 3형제와 쿵푸랜드|부니베어: 나무 도둑의 습격|아기돼지 3형제와 매직램프
MM1000156905,MP0000152721,김경희,주연,빅샤크2 : 해저2만리|래미의 초특급 시간여행|신데렐라:마법 반지의 비밀|캡틴 샤키|빅샤크: 매직체인지|언더 더 씨
MM1000156905,MP0000158839,황창영,주연,극장판 오소마츠 6쌍둥이|뽀로로 극장판 보물섬 대모험|래미의 초특급 시간여행|포켓몬스터 모두의 이야기|매직 빈|펭이와 친구들의 남극대모험|빅 배드 폭스|파워레인저 애니멀포스|딥|빅풋 주니어|언더 더 씨|꼬마참새 리차드: 아프리카 원정대|킹 오브 프리즘: 프라이드 더 히어로|아기돼지 3형제와 매직램프|발레리나
MM1000156905,,,,
MM1000158184,MP0000072858,엘리지오 메렌데즈,주연,나는 다른 언어로 꿈을 꾼다
MM1000158184,MP1000004218,페르난도 알바레스 레베일,주연,나는 다른 언어로 꿈을 꾼다
MM1000158184,MP1000005164,호세 마누엘 폰셀리스,주연,나는 다른 언어로 꿈을 꾼다
MM1000158184,,,,
MM1000158330,MP0000000832,브루노 강쯔,주연,살인마 잭의 집|더 파티|루터
MM1000158330,MP0000002550,맷 딜런,주연,살인마 잭의 집
MM1000158330,MP0000140222,라일리 코프,조연,언더 더 실버레이크|살인마 잭의 집|로건 럭키|잇 컴스 앳 나잇|아메리칸 허니: 방황하는 별의 노래
MM1000158330,,,,
MM1000158332,MP0000000021,가이 피어스,조연,"스피닝 맨|메리, 퀸 오브 스코틀랜드|에이리언: 커버넌트|지니어스"
MM1000158332,MP0000099037,시얼샤 로넌,주연,"작은 아씨들|메리, 퀸 오브 스코틀랜드|갈매기|체실 비치에서|레이디 버드|러빙 빈센트"
MM1000158332,MP0000142952,마고 로비,주연,"버즈 오브 프레이(할리 퀸의 황홀한 해방)|원스 어폰 어 타임... 인 할리우드|메리, 퀸 오브 스코틀랜드|피터 래빗|아이, 토냐"
MM1000158332,,,,
MM1000158790,MP0000141678,이스라엘 브로우사드,주연,해피 데스데이 2 유|해피 데스데이|해피 데스데이|플립
MM1000158790,MP0000160645,제시카 로테,주연,"해피 데스데이 2 유|스탠바이, 웬디|해피 데스데이|해피 데스데이"
MM1000158790,MP1000005273,피 부,주연,해피 데스데이 2 유|해피 데스데이
MM1000158790,,,,
MM1000159247,MP0000002830,비고 모텐슨,주연,그린 북
MM1000159247,MP0000025982,린다 카델리니,조연,요로나의 저주|그린 북|헌터킬러|파운더
MM1000159247,MP0000083194,마허샬라 알리,주연,알리타: 배틀 엔젤|그린 북|스파이더맨: 뉴 유니버스|프리 스테이트|히든 피겨스|문라이트
MM1000159247,,,,
MM1000160208,MP0000001486,니콜라이 리 코스,주연,미결처리반 Q 4: 순수의 배신
MM1000160208,MP0000035927,페레스 파레스,주연,미결처리반 Q 4: 순수의 배신|사랑의 시대
MM1000160208,MP0000061209,니콜라스 브로,조연,미결처리반 Q 4: 순수의 배신|앤트보이: 초딩 히어로의 탄생|앤트보이: 레드퓨리의 복수
MM1000160208,,,,
MM1000160235,MP0000000310,지나 거손,조연,레드슈즈|퍼미션|인컨시버블
MM1000160235,MP0000076679,레베카 홀,주연,레이니 데이 인 뉴욕|틴 스피릿|퍼미션
MM1000160235,MP0000106928,댄 스티븐스,주연,콜 오브 와일드|퍼미션|찰스 디킨스의 비밀 서재|콜로설|미녀와 야수|미녀와 야수|삭제 장면 3 [미녀와 야수]
MM1000160235,,,,
MM1000160436,MP0000125214,사문영,우리말목소리,극장판 헬로카봇 : 달나라를 구해줘!|모험왕 블링키|신데렐라:마법 반지의 비밀|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 헬로카봇 : 백악기 시대|딥|리틀 프린세스 소피아: 신비한 섬|꼬마참새 리차드: 아프리카 원정대|개구리 왕국 2|발레리나
MM1000160436,MP0000149165,남도형,우리말목소리,극장판 미니특공대: 공룡왕 디노|눈의 여왕4|체크 히어로|극장판 샤이닝스타:새로운 루나퀸의 탄생!|극장판 엉덩이 탐정: 화려한 사건 수첩|뽀로로 극장판 보물섬 대모험|모험왕 블링키|신데렐라:마법 반지의 비밀|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|토이 무비 : 미래대모험|얼리맨|터닝메카드W: 반다인의 비밀 특별판|프리파라 모두의 동경|숲의 요정 페어리루:크리스마스의 기적|하이큐!! 재능과 센스|킹 오브 프리즘: 프라이드 더 히어로|파워배틀 와치카: 와치가면의 역습|마이펫 오지|파워캐치 완다: 버그본의 지구 습격|레이디버그|눈의 여왕 3: 눈과 불의 마법대결
MM1000160436,MP0000160519,김혜성,우리말목소리,극장판 오소마츠 6쌍둥이|신데렐라:마법 반지의 비밀|극장판 가면라이더 이그제이드 트루엔딩|파워레인저 애니멀포스
MM1000160436,,,,
MM1000160568,MP0000001272,정우성,주연,"지푸라기라도 잡고 싶은 짐승들|어쩌다, 결혼|증인|인랑|그날, 바다|강철비|더 킹"
MM1000160568,MP0000001314,김향기,주연,증인|영주|신과 함께: 인과 연|신과 함께: 죄와 벌|눈길
MM1000160568,MP0000145673,이규형,조연,배심원들|로망|증인
MM1000160568,,,,
MM1000160738,MP1000005335,크리스틴 마스콜로,주연,타임 트랩 킬러
MM1000160738,MP1000005336,엘레나 로즈 데이비스,주연,타임 트랩 킬러
MM1000160738,MP1000005337,마이클 바리첵,주연,타임 트랩 킬러
MM1000160738,,,,
MM1000163157,MP0000149727,김시은,주연,"사자|내가 사는 세상|행복의 나라|너와 극장에서|귀향, 끝나지 않은 이야기"
MM1000163157,MP0000163099,유지영,조연,내가 사는 세상|너와 극장에서|수성못
MM1000163157,MP1000005383,곽민규,주연,파도를 걷는 소년|이장|한낮의 피크닉|내가 사는 세상
MM1000163157,,,,
MM1000163168,MP0000000407,기욤 까네,주연,보르도 우정여행|카페 벨에포크|수영장으로 간 남자들|논-픽션|몽 가르송
MM1000163168,MP0000033199,멜라니 로랑,주연,화이트 라이언 찰리|갤버스턴|몽 가르송|다이빙: 그녀에 빠지다|내일|이터너티
MM1000163168,,,,
MM1000163226,MP1000005392,말라 엠드,주연,에브리타임 룩 앳 유
MM1000163226,MP1000005393,안톤 스파이커,주연,에브리타임 룩 앳 유
MM1000163226,MP1000005394,안트 슈워링-손리,조연,에브리타임 룩 앳 유
MM1000163226,,,,
MM1000163652,MP0000049845,디라 파에스,외국어목소리,리노
MM1000163652,MP0000102011,셀튼 멜로,외국어목소리,리노
MM1000163652,MP0000160130,방지원,우리말목소리,언더 더 씨2|리노|투 프렌즈|출동! 소방관 샘: 외계인 대소동|인피니티포스 : 독수리오형제 최후의 심판|바니부기: 드래곤 에그를 찾아서|양말요정 휴고의 대모험|피쉬 프렌즈 : 알록이의 신기한 모험|호비와 매직 아일랜드|아기곰 보보 구출 대작전|판타스틱 부니베어|신 서유기: 몽키킹의 부활|슈퍼오리: 태양을 지켜라|드래곤 스펠: 마법꽃의 비밀|다이노소어 아일랜드
MM1000163652,MP0000161066,조연우,우리말목소리,드래곤 빌리지|언더 더 씨2|리노|투 프렌즈|출동! 소방관 샘: 외계인 대소동|인피니티포스 : 독수리오형제 최후의 심판|바니부기: 드래곤 에그를 찾아서|양말요정 휴고의 대모험|호비와 매직 아일랜드|아기곰 보보 구출 대작전|판타스틱 부니베어|신 서유기: 몽키킹의 부활|몬스터 섬의 비밀
MM1000163652,MP0000161067,오은수,우리말목소리,언더 더 씨2|리노|투 프렌즈|출동! 소방관 샘: 외계인 대소동|인피니티포스 : 독수리오형제 최후의 심판|바니부기: 드래곤 에그를 찾아서|피쉬 프렌즈 : 알록이의 신기한 모험|토니스토리 2: 고철왕국의 친구들|호비와 매직 아일랜드|아기곰 보보 구출 대작전|판타스틱 부니베어|신 서유기: 몽키킹의 부활|슈퍼오리: 태양을 지켜라|다이노소어 아일랜드
MM1000163652,MP1000005400,루이스 카를로스 데 모라이스,외국어목소리,리노
MM1000163652,,,,
MM1000164234,MP0000101593,장은숙,우리말목소리,쿵푸 보이|피터팬: 후크 선장과 결투의 날|숲속왕국의 꿀벌 여왕|박물관이 진짜 살아있다|픽시|유니콘 원정대: 비밀의 다이어리|레이디버그
MM1000164234,MP0000143459,최원형,우리말목소리,쿵푸 보이|피터팬: 후크 선장과 결투의 날|숲속왕국의 꿀벌 여왕|엘리엇과 산타 썰매단|박물관이 진짜 살아있다|극장판 가면라이더 이그제이드 트루엔딩|픽시|유니콘 원정대: 비밀의 다이어리|정글번치: 최강 악당의 등장|악셀
MM1000164234,MP1000000798,안종덕,우리말목소리,쿵푸 보이|피터팬: 후크 선장과 결투의 날|숲속왕국의 꿀벌 여왕|엘리엇과 산타 썰매단|박물관이 진짜 살아있다|픽시
MM1000164234,,,,
MM1000166215,MP0000068447,폴 클레이턴,주연,무법자 난공불락 대열차
MM1000166215,,,,
MM1000166408,MP0000001026,케이트 블란쳇,외국어목소리,우먼 인 할리우드|매니페스토|드래곤 길들이기 3|벽 속에 숨은 마법시계|오션스 8|토르: 라그나로크|송 투 송
MM1000166408,MP0000002064,오승윤,우리말목소리,드래곤 길들이기 3|대립군
MM1000166408,MP0000002112,아메리카 페레라,외국어목소리,드래곤 길들이기 3
MM1000166408,MP0000061015,제이 바루첼,외국어목소리,드래곤 길들이기 3
MM1000166408,,,,
MM1000167168,MP0000000758,이정재,주연,"어쩌다, 결혼|사바하|신과 함께: 인과 연|신과 함께: 죄와 벌|대립군"
MM1000167168,MP0000137226,박정민,주연,시동|타짜: 원 아이드 잭|사바하|변산|염력|임금님의 사건수첩|아티스트: 다시 태어나다|더 킹
MM1000167168,MP0000167502,이재인,주연,아워 바디|봉오동 전투|사바하|어른도감
MM1000167168,,,,
MM1000167934,MP0000000352,글렌 클로즈,주연,비뚤어진 집|더 와이프|월요일이 사라졌다
MM1000167934,MP0000002908,조나단 프라이스,주연,돈키호테를 죽인 사나이|더 와이프|찰스 디킨스의 비밀 서재
MM1000167934,MP0000003282,크리스찬 슬레이터,조연,더 와이프
MM1000167934,,,,
MM1000167979,,,,
MM1000168024,MP0000002374,마리옹 꼬띠아르,주연,보르도 우정여행|닥터 두리틀|엔젤페이스|단지 세상의 끝|어쌔신 크리드|얼라이드
MM1000168024,MP1000005494,앨라인 악소이-에테익스,주연,엔젤페이스
MM1000168024,MP1000005495,알반 레누아  ,주연,샤이니 슈림프|퍼펙트 타겟|엔젤페이스
MM1000168024,,,,
MM1000168035,MP0000060601,토니 세르빌로,주연,그때 그들|안개 속 소녀
MM1000168035,MP0000083575,리카르도 스카마르치오,주연,인비저블 위트니스|그때 그들|CCTV: 은밀한 시선|존 윅: 리로드
MM1000168035,MP1000005497,엘레나 소피아 리치,주연,그때 그들
MM1000168035,,,,
MM1000168568,,,,
MM1000168866,MP0000156251,사토 타이키,조연,철벽선생
MM1000168866,MP0000157777,타케우치 료마,주연,철벽선생
MM1000168866,MP0000161366,하마베 미나미,주연,철벽선생|아인|너의 췌장을 먹고 싶어
MM1000168866,,,,
MM1000170109,MP0000053370,다니엘 프레이저,주연,데스티네이션 콘트롤
MM1000170109,MP1000005560,데이빗 바네비,주연,데스티네이션 콘트롤
MM1000170109,MP1000005561,리아 캐롤,주연,데스티네이션 콘트롤
MM1000170109,,,,
MM1000170781,MP1000005435,다니엘 몽크스,주연,심장소리
MM1000170781,MP1000005436,시안 유어스,주연,심장소리
MM1000170781,MP1000005437,리 얀코스키,주연,심장소리
MM1000170781,,,,
MM1000171786,MP0000072234,패트릭 톰슨,주연,쿵푸 워리어
MM1000171786,MP1000005665,키 찬,주연,쿵푸 워리어
MM1000171786,,,,
MM1000173105,MP0000000068,우에노 주리,주연,양지의 그녀|아버지와 이토씨
MM1000173105,MP0000001339,타마야마 테츠지,조연,양지의 그녀|아인
MM1000173105,MP0000002480,마츠모토 준,주연,양지의 그녀|나라타주
MM1000173105,,,,
MM1000173134,MP0000069157,고아성,주연,항거: 유관순 이야기|더 킹
MM1000173134,MP0000140004,김새벽,주연,벌새|국경의 왕|항거: 유관순 이야기|얼굴들|풀잎들|누에치던 방|파란입이 달린 얼굴|초행|그 후
MM1000173134,MP0000148854,김예은,주연,프랑스여자|파도를 걷는 소년|타짜: 원 아이드 잭|항거: 유관순 이야기|너와 극장에서|호랑이보다 무서운 겨울손님|소공녀|환절기
MM1000173134,,,,
MM1000173197,MP0000083648,미즈키 나나,외국어목소리,옷코는 초등학생 사장님!
MM1000173197,MP1000005714,코바야시 세이란,외국어목소리,옷코는 초등학생 사장님!
MM1000173197,MP1000005715,마츠다 사츠미,외국어목소리,옷코는 초등학생 사장님!
MM1000173197,,,,
MM1000176194,MP0000001892,레이첼 와이즈,주연,더 페이버릿: 여왕의 여자|나는 부정한다|파도가 지나간 자리
MM1000176194,MP0000083173,올리비아 콜맨,주연,더 페이버릿: 여왕의 여자|오리엔트 특급 살인
MM1000176194,MP0000093184,엠마 스톤,주연,좀비랜드: 더블 탭|더 페이버릿: 여왕의 여자|빌리 진 킹: 세기의 대결
MM1000176194,,,,
MM1000176290,MP0000000478,이선균,주연,기생충|기생충 : 흑백판|악질경찰|PMC: 더 벙커|대장 김창수|임금님의 사건수첩
MM1000176290,MP0000143678,박해준,주연,"시동|나를 찾아줘|힘을 내요, 미스터 리|유열의 음악앨범|악질경찰|독전|침묵|대립군"
MM1000176290,MP0000158452,전소니,주연,밤의 문이 열린다|악질경찰|죄 많은 소녀|여자들
MM1000176290,,,,
MM1000176310,MP0000000570,박희순,주연,광대들: 풍문조작단|봉오동 전투|썬키스 패밀리|히치하이크|점박이 한반도의 공룡 2: 새로운 낙원|마녀|머니백|1987|남한산성|브이아이피
MM1000176310,MP0000138117,노정의,주연,히치하이크|소녀의 세계
MM1000176310,MP0000155218,김보윤(김고은),주연,호텔 레이크|히치하이크
MM1000176310,,,,
MM1000176357,MP0000099424,세토 코지,조연,인간실격|아사코|나라타주
MM1000176357,MP0000144438,히가시데 마사히로,주연,"비블리아 고서당 사건수첩|아사코|산책하는 침략자|나는 내일, 어제의 너와 만난다|고닌 사가: 5인의 복수|데스노트: 더 뉴 월드"
MM1000176357,MP1000005784,카라타 에리카,주연,"각오는 됐나, 거기 여자|아사코"
MM1000176357,,,,
MM1000178083,MP0000000017,가스파르 울리엘,주연,시빌|원네이션|단지 세상의 끝
MM1000178083,MP0000037201,루이 가렐,주연,네 멋대로 해라: 장 뤽 고다르|작은 아씨들|원네이션|플래니테리엄
MM1000178083,MP0000064868,아델 하에넬(아델 에넬),주연,그 누구도 아닌|타오르는 여인의 초상|디어스킨|원네이션|120BPM|언노운 걸
MM1000178083,,,,
MM1000178652,MP0000001265,설경구,주연,퍼펙트맨|생일|우상|1987|살인자의 기억법|살인자의 기억법: 새로운 기억|불한당: 나쁜 놈들의 세상|루시드 드림
MM1000178652,MP0000001971,한석규,주연,천문: 하늘에 묻는다|우상|프리즌
MM1000178652,MP0000136847,천우희,주연,감쪽같은 그녀|버티고|마왕의 딸 이리샤|메기|우상|흥부|어느날
MM1000178652,,,,
MM1000179076,MP0000152098,로건 밀러,주연,이스케이프 룸|베일리 어게인|7번째 내가 죽던 날
MM1000179076,MP1000005884,테일러 러셀,주연,이스케이프 룸
MM1000179076,MP1000005888,제이 엘리스,주연,이스케이프 룸
MM1000179076,,,,
MM1000179222,MP0000087609,김보나,우리말목소리,슈퍼스타 뚜루|마법안개의 비밀: 황금 보물선을 찾아라|빅 2: 황금열쇠 대소동|빅트립: 아기팬더 배달 대모험|슈퍼 햄찌|지구 공룡 대탐험|빅샤크2 : 해저2만리|몬스터 랜드|똑딱똑딱 마법의 시계나라|고릴라와 슈퍼레이스
