META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,SNSS_CTS,CINE21_CTSC_NM,CINE21_COMT_CTSC
MM1000136895,사무라이-검신 주베에,,Jubei,"에도시대, 세력을 평정하려는 무리에 맞서는 무사 쥬베에의 활약상을 그린 액션영화
에도 시대 초기, 백년에 걸친 전국시대를 평정한 도쿠가와, 하지만 아직도 천하 통일의 꿈을 꾸는 다이묘들에 의해 마침 평화의 시대에 존재의 이유를 찾지 못하던 닌자들의 암약이 이루어지는데...
이러한 움직임을 알게 된 장군 명에 의해 검신으로 일컬어지는 야규 쥬베에는 음모를 파해치기 위해 여행을 떠난다.",,
MM1000137307,챔피언스,,CAMPEONES,"프로 농구 리그의 전술 코치인 마르코스
감독과 싸운 뒤 음주 교통사고를 내고, 사회 봉사 명령을 수행하기 위해 지적 장애인 농구팀 ‘프렌즈’의 감독을 맡게 된다.
하지만 오만한 마르코스를 보고, 괜찮아 언젠간 깨닫는 날이 오겠지 라며 다독이는건 오히려 선수들 쪽인데…?",김소미,소재도 주제도 복고라면 복고
MM1000139052,타임 워프 워,,Frontier,"채석장을 짓기 위해 공사를 진행하려던 미카일은 유해 발굴을 위해 공사를 중단해달라고 부탁하는 엘리자베타에게 첫눈에 반한다. 
하지만 둘은 공사 담당자의 실수로 큰 부상을 입고, 미카일은 과거로 돌아가게 된다. 
그 곳에서 전쟁을 겪으며 주변의 군인들이 자신과 연관이 있음을 알게되는데...",,
MM1000140316,아이스,,ICE,"얼음이 우리에게 들려주는 이야기에 귀기울여 봐

구부정한 몸, 휘어진 다리로 피겨요정을 꿈꾸던 어린 나디아, 
호랑이 코치 샤탈리나에게 극강의 훈련을 받아 피겨스케이팅 간판 선수 레오노프의 파트너가 되어 정상에 오른다. 
그러나, 최고 권위의 피겨스케이팅 대회인 아이스컵 진출을 앞두고 심각한 부상으로 휠체어 신세를 지게 된다. 
다시는 빙판 위에 설 수 없을지도 모른다는 좌절감에 빠진 나디아에게 샤탈리나 코치는 재활파트너로 스타워즈밖에 모르는 똘끼충만 아이스하키선수 사샤를 옆에 붙여주게 되는데… 
  
아슬아슬 빙판 위 달콤살벌 피겨스케이팅 커플 탄생? 
모두가 응원할 반짝이는 아이스쇼가 펼쳐진다!",이용철|이주현|이화정,"기술보다 다채로운 프로그램 구성에 가점을|낯선 매력을 장착한 친근한 감성멜로|러시아에서 온 스포츠멜로뮤지컬, 낯선 재미가 있다"
MM1000140786,5 솔저스,,T.I.M,"국가를 위협하는 테러리스트와의 전쟁이 시작된다!

테러범들의 습격으로 16명의 전우를 잃은 ‘세르다’ 중령
무전을 끄고 테러범을 처단하지만, 명령 불복종으로 정직당하게 된다.
한편, 계속되는 습격에 국가는 비공식 작전 수행을 위한 극비 부대의 총지휘관으로 ‘세르다’ 중령을 지목하는데…
즉각적 대응이 불가능한 상황 속, 최정예 특수부대의 탄생!",,
MM1000141526,사랑은 비가 갠 뒤처럼,,After the Rain,"부상으로 육상을 포기한 아키라와 작가의 꿈에 좌절하던 콘도가 만나 잃어버린 꿈을 되 찾아간다.
육상부 에이스였지만 예상치 못한 부상으로 달리는 꿈을 잃은 ‘아키라’는 재활훈련 대신 패밀리 레스토랑 아르바이트를 시작하고, 매일매일을 따분하고 또 성실하게 사는 점장 ‘콘도’의 상냥함에 반한다.
반짝반짝 빛나는 시절의 아키라를 보며 콘도도 어느새 잊고 지냈던 자신의 꿈을 마주 보게 되는데...
멈춰버린 꿈
지나가버린 꿈
이 비가 그치면, 괜찮아질까요?",김소미|이용철,"살짝 느끼하지만, 성장영화로 나쁘지 않다|청춘영화와 중년 남성의 판타지 사이에서 아슬아슬"
MM1000141591,포 핸즈,,Four Hands,"끔찍한 사고로 부모의 죽음을 눈앞에서 목격하게 된 ‘제시카’.
함께 있던 동생 ‘소피’를 사건 현장에서 구한 ‘제시카’는 앞으로도 평생 함께하며 지켜주겠다는 다짐을 한다.
하지만 ‘제시카’의 이러한 약속은 안전에 대한 과도한 편집증과 동생 ‘소피’를 향한 지나친 집착으로 이어진다.
20년 후, 부모를 죽인 범인들이 출소하지만, ‘제시카’는 ‘소피’를 홀로 남겨둔 채 불의의 사고로 죽게 된다.
‘소피’는 ‘제시카’의 죽음에 대한 죄책감과 함께 자유를 느낀다.
하지만 죽은 언니 ‘제시카’의 존재가 나타나면서 매일매일 이해할 수 없는 일들이 일어나고, 언니의 죽음, 부모의 죽음에 대한 진실을 마주하기 위해 20년 전 사건을 다시 추적하던 중 충격적인 비밀을 알게 되는데...
죽어서도 널 지켜줄게, 우린 항상 함께 할 거야",,
MM1000141621,뺑반,,Hit-and-Run Squad,"Hit and Run 상황 발생, 순마 출동합니다!
경찰 내 최고 엘리트 조직 내사과 소속 경위 ‘은시연’(공효진).
조직에서 유일하게 믿고 따르는 ‘윤과장’(염정아)과 함께 F1 레이서 출신의 사업가 ‘정재철’(조정석)을 잡기 위해 수사망을 조여가던 시연은 무리한 강압 수사를 벌였다는 오명을 쓰고 뺑소니 전담반으로 좌천된다.
알고 보면 경찰대 수석 출신, 만삭의 리더 ‘우계장’(전혜진)과 차에 대한 천부적 감각을 지닌 에이스 순경 ‘서민재’(류준열).
팀원은 고작 단 두 명, 매뉴얼도 인력도 시간도 없지만 뺑소니 잡는 실력만큼은 최고인 ‘뺑반’.
계속해서 재철을 예의주시하던 시연은 뺑반이 수사 중인 미해결 뺑소니 사건의 유력한 용의자가 재철임을 알게 된다.
뺑소니 친 놈은 끝까지 쫓는 뺑반 에이스 민재와 온갖 비리를 일삼는 재철을 잡기 위해 모든 것을 건 시연.
하나의 목표를 향해 힘을 합친 그들의 팀플레이가 시작되는 가운데 방법을 가리지 않고 수사망을 빠져 나가려는 통제불능 스피드광 재철의 반격 역시 점점 과감해지는데...",김성훈|이용철|이화정|임수연|허남웅,"‘전담반’이라면서 혼자 서사, 혼자 수사|목적지 없는 광란의 질주|인간이 인간 되는 건 참 힘든 일이다|후반부 카체이싱‘은’ 괜찮겠지 기다렸는데, 그마저도 불만족|흥미로운 배경과 인물 설정을 뺑소니치는 연출과 편집"
MM1000141651,시인 할매,,"The Poem, My Old Mother","잘 살았다, 잘 견뎠다, 사박사박
글을 몰라 서러웠고, 고단한 시집살이와 오직 가족만이 전부였던 삶.
이름 석자 적는 게 소원이었던 어매들은 모진 세월 견뎌내고 나서야 글을 배웠다.
삶을 노래하고, 세월을 읊는 할매들.
마음을 위로하는 인생의 시 한편을 만나다!",김소미,투박해도 예쁜 우리 할머니들의 미소처럼
MM1000142621,마지막 8월 어느 기념비의 이야기,,Agosto Final,"아르헨티나 백만장자 정치가이자 작가인 라울 남작의 아내였던 스위스 비행사 미리암 스태포드는 1931년 8월 17일 아르헨티나 지역 열네 곳을 비행하며 아르헨티나 여성 최초로 장거리 비행에 성공했다. 
그러나 9일 뒤인 1931년 8월 26일 산후안에서 비극적인 사고로 사망했다. 
감독은 라울 비작 남작이 사랑했던 아내 미리암 스태포드를 기리고자 만들었던 거대한 기념비와 두 사람의 관계에 대해 추적해 나간다.
",,
MM1000142802,극장판 헬로카봇: 옴파로스 섬의 비밀,,,"따뜻한 남태평양으로 휴가를 떠난 차탄 가족과 친구들은 어느 외딴섬에 표류하고 만다.
그곳은 바로 지구의 배꼽이라 불리는 강력한 생명력을 지닌 신비의 섬 ‘옴파로스’!
그곳에서 차탄 가족은 ‘슈퍼연료전지 구공탄’을 노리는 외계 로봇들의 공격으로 위기에 처하는데…
지구 온난화를 일으켜 세상을 정복하려는 ‘외계인’들에 맞선 차탄과 ‘동물카봇’의 운명을 건 대결이 시작된다!",,
MM1000142829,이월,,February,"희망이 낯선 시간, 이월.
도둑 강의를 들으며 공무원 시험을 준비하는 민경.
그나마 가진 돈으로는 수감 중인 아버지의 합의금도 밀린 월세도 낼 수 없다.
아직 추운 2월, 민경은 친구 여진의 집에 잠시 머물지만, 우울증을 겪었던 그녀가 안정되어 가는 모습을 보며 질투를 느낀다.
여진과의 동거도 오래가지 못하자 애인도 손님도 아닌 어정쩡한 관계였던 진규는 민경에게 함께 살자고 제안한다.
민경이 진규의 어린 아들 성훈을 돌보며 그들과 작은 행복을 꿈꿀 무렵 진규에게 예기치 못한 사고가 생긴다.",이용철|이주현,"몇번 봐도 판단하기가 쉽지 않다, 머리가 아프다|모진 세상에서 악의로 연명하는 삶에 대해"
MM1000143770,CCTV: 은밀한 시선,,Welcome Home,"Welcome Home!!
숙박 공유 앱 ‘웰컴 홈’을 통해 이탈리아 시골에 있는 아름다운 저택을 빌려 휴가를 즐기던 브라이언과 캐시는 친절하고 잘생긴 이웃 남자 페데리코와 만나 친해진다.
하지만 브라이언은 페데리코의 잘생긴 외모와 매력에 위기감을 느끼고, 캐시는 질투하는 브라이언 때문에 기분이 상하면서 두 사람의 갈등은 깊어진다.
페데리코는 그런 질투심을 이용해 브라이언과 캐시를 섹스와 관음증이 뒤얽힌 쫓고 쫓기는 욕망의 게임에 빠져들게 한다.
욕망이 커질수록 게임의 수위는 점점 더 올라가는데...",,
MM1000143771,드래곤볼 슈퍼: 브로리,,Dragon Ball Super: Broly,"상상을 초월하는 새로운 적
수수께끼의 사이어인 브로리의 등장

‘힘의 대회’ 후 평화를 되찾은 지구. 그리고 더욱 강해지기 위해 수행에 몰두하고 있는 오공과 베지터 앞에 나타난 것은 지금까지의 그 어떤 적보다 강한 사이어인 브로리!
엄청난 전투력으로 오공과 베지터를 무기력하게 만드는 브로리와 또 다시 지옥에서 돌아온 프리저까지 뒤얽혀 서로 다른 운명을 살아온 세 사이어인들은 처절한 전투를 시작하고
오공과 베지터는 최후의 선택으로 본인들의 한계를 뛰어넘는 퓨전을 시도하는데….",송경원,"액션 연출과 작화의 끝. 정말 미친 듯이, 진짜 멋지게 싸운다"
MM1000143978,신밧드와 마법 양탄자,,Up and away,"“저는 더 넓은 세상을 보고 싶어요.”
작은 마을에서 벗어나 큰 세상을 모험하고 싶은 주인공 ‘신밧드’.
옆집의 양탄자 가게 할아버지는 ‘신밧드’에게 마법 양탄자를 빌려주며, 주문을 외우면 뭐든지 할 수 있다고 얘기한다.
덕분에 마법 양탄자를 타고 똑똑한 염소 ‘라야’와 함께 금으로 덮여있는 황제의 도시에 도착한 ‘신밧드’!
하지만 곧 욕심 많은 황제에게 양탄자를 뺏길 위기에 놓이게 되는데…
과연, 마법 양탄자와 함께 무사히 ‘다이아몬드’를 할아버지에게 데려갈 수 있을까?

‘신밧드’와 함께 모두 주문을 외워 봐! ‘라아날, 자탄양’!",김소미,쉬워도 너무 쉬운 이국 스케치이자 성장담
MM1000144473,콜드 워,,COLD WAR,"냉전 시대, 오직 사랑과 음악만이 전부였던 줄라와 빅토르의 뜨거운 클래식 러브스토리
불가능한 시대, 불가능한 사랑
사랑만이 전부였던 그들의 클래식 러브스토리
1949년 폴란드, 그와 그녀가 음악으로 처음 만났다
1952년 베를린, 함께하려면 이곳을 떠나야 한다
1954년 파리, 영원한 이별인 줄 알았는데 운명적으로 다시 만나다
1959년 폴란드, 처음 만난 이곳에서 사랑을 완성할 수 있을까?",송경원|송형국|이용철|이화정|장영엽,"간절함과 애절함, 그 사이를 보게 하다|시대가 번져 운명이 된, 사랑의 형태|시대를 통과하되, 시대의 온도를 거스르는, 그래서 지극히 뜨거운 연인|신파를 예술로 만드는 재주|정치, 사회, 이념을 가로지르는 사랑, 그리고 음악"
MM1000144881,가버나움,,Capharnaum,"나를 세상에 태어나게 한 부모님을 고소하고 싶어요.
- 출생기록조차 없이 살아온 어쩌면 12살 소년 '자인'으로부터",김성훈|송형국|이용철|이주현|이화정|임수연|허남웅,"고통의 착취가 아닌, 성실하고 뜨거운 응시|분명한 목적성 때문에 울컥하고 덜컥한다|신파로는 설명되지 않는, 날것 그대로의 감흥|여성의 카메라가 행한 21세기판 기적|이 친구들 지금은 잘 지내고 있답니다|탄식과 눈물의 시간|프레임 밖의 기적과 대비되는 프레임 안의 무책임과 비윤리성"
MM1000144963,닥터 킬러 패밀리,,No Visitors,"존경 받는 가족이 벌이는 끔찍한 연쇄 살인
루이스는 존경 받는 뇌 외과 의사이며 가족 사업을 운영하는 아름다운 두 아이와 행복한 결혼 생활을 하는 모범가족이다.
하지만 그들의 저녁 식사에 초대받은 사람은 곧 정신을 잃고 밀폐된 수술실에 갖히게 된다.
정신 차리고 보니 주변에 신체가 절단된 사람들이 감금되어 있다.
루이스 패밀리는 납치한 사람들로부터 적출한 신선한 장기를 불치병 환자들에게 이식하는 사업을 하고 있고 남은 부산물은 요리의 재료로 사용하는 엽기적인 살인마 가족이다.
하지만 어느 날 생존자들이 극적인 탈출을 감행하게 된다.",,
MM1000144971,험악한 꿈,,Mean Dreams,"첫사랑에 빠진 소녀 '케이시'와 소년 '조나스'가 소녀의 폭력적인 경찰관 아버지로부터 도망치던 중 그의 트럭에서 100만 달러의 돈을 발견하며 벌어지는 로맨스릴러.
“안녕 난 케이시야” 
‘조나스’는 옆집에 새로 이사 온 소녀 ‘케이시’를 만나 첫눈에 사랑에 빠진다.
“이 세상에 너만큼 강한 사람은 없어”
풋풋한 첫사랑의 추억을 만들어 가던 ‘조나스’는 ‘케이시’의 경찰관 아버지가 폭력을 휘두른다는 사실을 알게 되고, 그녀를 구하기 위해 위험한 선택을 하게 된다.
“넌 그를 무서워해야 할거야. 왜냐면 그는….”
하지만 ‘케이시’의 아버지는 그들을 끝까지 뒤쫓고, 결국 두 사람은 그들의 삶을 영원히 바꿀 결심을 하게 되는데...",김소미,"로맨스와 범죄 스릴러를 관통하는, 불운한 사춘기의 급류"
