META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,OPEN_DY,DMST_SPCT_CNT,SRIS_NM,BTV_OPEN_DT,META_MANUF_CTRY_CD,META_MANUF_CTRY_NM,GNR_ID,META_GNR_NM,WAT_LVL_CD,WAT_LVL_NM,MANUFCO_NM,DSTBTCO_NM,SSTRY_CIN_YN,KIDS_YN
MM1000333433,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,,Rascal Does Not Dream of a Dreaming Girl,20190822,11486,청춘돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,20191206090000,003,일본,MG0000000142|MG0000000146|MG0000000147,판타지|순정|드라마,12,12세 관람가,CloverWorks,(주)애니플러스,N,
MM1000238938,체 게바라: 1부 아르헨티나,,Che: Part One,20190613,,체 게바라: 1부 아르헨티나,20190620090000,002|007|019,미국|프랑스|스페인,MG0000000001|MG0000000009,드라마|전쟁,15,15세 관람가,,찬란,N,
MM1000238946,체 게바라: 2부 게릴라,,Che: Part Two,20190613,,체 게바라: 2부 게릴라,20190620090000,002|007|019,미국|프랑스|스페인,MG0000000001|MG0000000009,드라마|전쟁,15,15세 관람가,,찬란,N,
MM1000318568,체인지 오버,,The Changeover,20190926,746,체인지 오버,20191010090000,039,뉴질랜드,MG0000000006|MG0000000011,판타지|멜로/로맨스,12,12세 관람가,,(주)디오시네마,N,
MM1000325782,체크 히어로,,Checkered Ninja,20191023,12539,체크 히어로,20191107090000,036,덴마크,MG0000000143|MG0000000148|MG0000000395,어드벤처|코미디|가족,0,전체 관람가,,예지림엔터테인먼트,N,
MM1000184645,출동! 도토리 구조대,,Get Squirrely,20190328,9781,출동! 도토리 구조대,20190411090000,002,미국,MG0000000148|MG0000000395,코미디|가족,0,전체 관람가,Awesometown Entertainment ,(주)디스테이션,N,
MM1000145239,치트 더 행맨,,Cheat the Hangman,20190219,,치트 더 행맨,20190221090000,002,미국,MG0000000001|MG0000000002,드라마|액션,15,15세 관람가,,(주)케이알씨지,N,
MM1000184271,칠곡 가시나들,,Granny Poetry Club,20190227,39602,칠곡 가시나들,20190415090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,단유필름 ,"인디플러그 , 더 피플 ",N,
MM1000263910,칠드런 액트,,The Children Act,20190704,1323,칠드런 액트,20190723090000,008,영국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,씨나몬(주)홈초이스 ,N,
MM1000305499,침입자들,,Bodies at Rest,20190910,,침입자들,20190910090000,006,홍콩,MG0000000002|MG0000000005|MG0000000012,액션|범죄|미스터리,15,15세 관람가,,BoXoo 엔터테인먼트 ,N,
MM1000319827,카르텔 2045,,Cartel 2045,20191017,,카르텔 2045,20191017090000,002,미국,MG0000000002|MG0000000013|MG0000000015,액션|어드벤처|SF,15,15세 관람가,,,N,
MM1000329769,카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전,,One Cut of the Dead Spin-Off: In Hollywood,20191114,94,카메라를 멈추면 안 돼! 스핀오프: 할리우드 대작전,20191126090000,003,일본,MG0000000004|MG0000000010,공포(호러)|코미디,15,15세 관람가,,(주)디오시네마,N,
MM1000334196,카센타,,NAILED,20191127,8327,카센타,20191210090000,001,대한민국,MG0000000005|MG0000000010,범죄|코미디,15,15세 관람가,88애비뉴(주) ,(주)트리플픽쳐스,N,
MM1000341148,카운트 다운,,Countdown,20191212,73305,카운트 다운(2019),20200110090000,002,미국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,,(주)제이앤씨미디어그룹 ,N,
MM1000351786,캐리tv 러브콘서트 더 무비,캐치온,CarrieTV LOVE CONCERT : THE MOVIE,20190807,,캐리tv 러브콘서트 더 무비[캐치온],20200309000000,001,대한민국,MG0000000019,공연,0,전체 관람가,(주)캐리소프트 ,롯데엔터테인먼트 ,N,
MM1000328081,캔 유 킵 어 시크릿?,,Can You Keep a Secret?,20191107,664,캔 유 킵 어 시크릿?,20191119090000,002,미국,MG0000000010|MG0000000011,코미디|멜로/로맨스,15,15세 관람가,,(주)팝엔터테인먼트,N,
MM1000278711,캘리포니아 타이프라이터,,California Typewriter,20190725,,캘리포니아 타이프라이터 ,20190808090000,002|007|009|010,미국|프랑스|캐나다|인도,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,찬란,N,
MM1000330551,캡티브 스테이트,,Captive State,20191114,,캡티브 스테이트,20191128090000,002,미국,MG0000000003|MG0000000015,스릴러|SF,12,12세 관람가,,CGV아트하우스,N,
MM1000213689,캡틴 마블,,Captain Marvel,20190306,5787039,캡틴 마블,20190528000000,002,미국,MG0000000002|MG0000000006|MG0000000013|MG0000000015|MG0000000389,액션|판타지|어드벤처|SF|히어로,12,12세 관람가,마블 스튜디오 ,월트 디즈니 컴퍼니 코리아 ,N,
MM1000348698,캣츠,[다국어자막],Cats,20191224,,캣츠(2019)[다국어자막],20200220090000,002|008,미국|영국,MG0000000001|MG0000000018,드라마|뮤지컬,12,12세 관람가,,유니버설 픽쳐스 ,N,
MM1000343504,캣츠,,Cats,20191224,,캣츠(2019),20200121090000,002|008,미국|영국,MG0000000001|MG0000000018,드라마|뮤지컬,12,12세 관람가,,유니버설 픽쳐스 ,N,
MM1000305840,커런트 워,,The Current War,20190822,187134,커런트 워,20190909090000,002,미국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,(주)이수C&E,N,
MM1000260823,컨저링 하우스,,Hide in the light,20190701,,컨저링 하우스(2018),20190718090000,002,미국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,,(주)소나무픽쳐스,N,
MM1000340018,코끼리는 그곳에 있어,,An Elephant Sitting Still,20191121,836,코끼리는 그곳에 있어,20200107090000,004,중국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,아이 엠,N,
MM1000320822,콘택트: 지구 최후의 날,,His Master’s Voice,20191016,,콘택트: 지구 최후의 날,20191024090000,009|030,캐나다|헝가리,MG0000000002|MG0000000015,액션|SF,19,19세 관람가,,(주)소나무픽쳐스,N,
MM1000144473,콜드 워,,COLD WAR,20190207,149,콜드 워(2018),20190226090000,037,폴란드,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,아이 엠,N,
MM1000191128,콜드 체이싱,,Cold Pursuit,20190220,97681,콜드 체이싱,20190418090000,008,영국,MG0000000001|MG0000000002,드라마|액션,15,15세 관람가,,"TCO(주)더콘텐츠온 , (주)제이앤씨미디어그룹 ",N,
MM1000181750,콜레트,,COLETTE,20190327,22342,콜레트,20190411090000,002|008|030,미국|영국|헝가리,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,"(주)NEW , (주)팬 엔터테인먼트 ",N,
MM1000128477,쿠르스크,,Kursk,20190116,,쿠르스크,20190128090000,007|040,프랑스|벨기에,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,"(주)제이앤씨미디어그룹 , TCO(주)더콘텐츠온 ",N,
MM1000326525,쿠엔틴 타란티노 8,,QT8: The First Eight,20191030,1281,쿠엔틴 타란티노 8,20191118090000,002,미국,MG0000000001|MG0000000017,드라마|다큐멘터리,19,19세 관람가,,(주)누리픽쳐스,N,
MM1000319481,쿵푸 보이,,Chhota Bheem Kung Fu Dhamaka,20191009,,쿵푸 보이,20191014090000,010,인도,MG0000000143|MG0000000144,어드벤처|액션,0,전체 관람가,Green Gold Animation,(주)팝엔터테인먼트,N,
MM1000171786,쿵푸 워리어,,Birth of a Warrior,20190326,,쿵푸 워리어,20190402090000,011,호주,MG0000000001|MG0000000002,드라마|액션,15,15세 관람가,,(주)케이알씨지,N,
MM1000266003,쿵푸 파이터,,innerself,20190701,,쿵푸 파이터,20190725090000,002,미국,MG0000000002|MG0000000010,액션|코미디,15,15세 관람가,,,N,
MM1000264987,쿵푸몬스터: 무림괴수전,,kung fu monster,20190725,,쿵푸몬스터: 무림괴수전,20190725090000,004|006,중국|홍콩,MG0000000006|MG0000000010|MG0000000386,판타지|코미디|무협,12,12세 관람가,,하드릴컴퍼니 ,N,
MM1000209818,크게 될 놈,,,20190418,93471,크게 될 놈,20190513090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,밀짚모자영화사(주),(주)영화사오원,N,
MM1000334787,크롤,,CRAWL,20191127,87149,크롤(2019),20191213090000,002,미국,MG0000000002|MG0000000003,액션|스릴러,15,15세 관람가,,롯데엔터테인먼트 ,N,
MM1000328631,크리미널: 해튼가든,,King of Thieves,20191121,,크리미널: 해튼가든,20191121090000,008,영국,MG0000000001|MG0000000005,드라마|범죄,15,15세 관람가,워킹 타이틀 필름,세미콜론 스튜디오 ,N,
MM1000232904,클로즈 에너미,,Close Enemies,20190613,,클로즈 에너미,20190613090000,007|040,프랑스|벨기에,MG0000000001|MG0000000003,드라마|스릴러,15,15세 관람가,,세컨드웨이브 ,N,
MM1000193316,키코리키: 시간여행,,Kikoriki: Deja Vu,20190410,,키코리키: 시간여행,20190419090000,015,러시아,MG0000000143|MG0000000148|MG0000000395,어드벤처|코미디|가족,0,전체 관람가,Peterburg Animation Studio,(주)박수엔터테인먼트,N,
MM1000328664,타이페이 스토리,,Taipei Story,20191107,105,타이페이 스토리,20191121090000,005,대만,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,(주)드림팩트엔터테인먼트,N,
MM1000139052,타임 워프 워,,Frontier,20190214,,타임 워프 워,20190214090000,015,러시아,MG0000000001|MG0000000002|MG0000000013,드라마|액션|어드벤처,15,15세 관람가,,,N,
MM1000160738,타임 트랩 킬러,,Collider,20190307,,타임 트랩 킬러,20190314090000,002,미국,MG0000000002|MG0000000015,액션|SF,15,15세 관람가,,(주)루믹스미디어 ,N,
MM1000316968,타짜: 원 아이드 잭,,Tazza: One Eyed Jack,20190911,1568,타짜: 원 아이드 잭,20191008090000,001,대한민국,MG0000000001|MG0000000005,드라마|범죄,19,19세 관람가,싸이더스 ,롯데엔터테인먼트 ,N,
MM1000340382,터미네이터: 다크 페이트,,Terminator: Dark Fate,20191030,2400140,터미네이터: 다크 페이트,20200114000000,002,미국,MG0000000002|MG0000000015,액션|SF,15,15세 관람가,,월트 디즈니 컴퍼니 코리아 ,N,
MM1000318576,테러 라이브: 싸이코패스,,Terror Tales,20191002,,테러 라이브: 싸이코패스,20191010090000,002,미국,MG0000000001|MG0000000004,드라마|공포(호러),19,19세 관람가,,(주)소나무픽쳐스,N,
MM1000281906,텐: 시크릿 미션,,Ten: The Secret Mission,20190812,,텐: 시크릿 미션[캐치온],20191223090000,099,인도네시아,MG0000000001|MG0000000002|MG0000000005,드라마|액션|범죄,19,19세 관람가,,노바엔터테인먼트 ,N,
MM1000324701,텔 잇 투 더 비즈,,Tell It to the Bees,20191031,,텔 잇 투 더 비즈,20191106090000,008,영국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,(주)라이크 콘텐츠,N,
MM1000317129,토이 스토리 4,,Toy Story 4,20190620,3396277,토이 스토리 4,20191024000000,002,미국,MG0000000006|MG0000000008|MG0000000010|MG0000000013|MG0000000014,판타지|애니메이션|코미디|어드벤처|가족,0,전체 관람가,,월트디즈니컴퍼니코리아 유한책임회사,N,
MM1000132673,툼 인베이더,,TOMB INVADER,20190205,,툼 인베이더,20190207090000,002,미국,MG0000000002|MG0000000013,액션|어드벤처,15,15세 관람가,,(주)케이알씨지,N,
MM1000154729,트라이아스기 월드: 잃어버린 세계,,Triassic World,20190129,1,트라이아스기 월드: 잃어버린 세계,20190307090000,002,미국,MG0000000002|MG0000000013|MG0000000015,액션|어드벤처|SF,19,19세 관람가,,(주)소나무픽쳐스,N,
MM1000322844,트루 시크릿,,Celle que vous croyez,20191003,387,트루 시크릿,20191029090000,007,프랑스,MG0000000001|MG0000000011|MG0000000012,드라마|멜로/로맨스|미스터리,19,19세 관람가,,M&M 인터내셔널,N,
MM1000256486,트리트 미 라이크 파이어,,Joueurs,20190627,2449,트리트 미 라이크 파이,20190710090000,007,프랑스,MG0000000001|MG0000000005|MG0000000011,드라마|범죄|멜로/로맨스,19,19세 관람가,,(주)트리플픽쳐스,N,
MM1000314090,틴 스피릿,,TEEN SPIRIT,20190904,16,틴 스피릿,20190924090000,002,미국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,,N,
MM1000187188,파도치는 땅,,The Land on the Waves,20190404,151,파도치는 땅,20190415090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,"전주국제영화제 , 투영2필름 ",아이 엠(eye m) ,N,
MM1000313366,파라노말 액티비티 2019,,It Lives Inside,20190917,,파라노말 액티비티 2019,20190926090000,002,미국,MG0000000001|MG0000000004,드라마|공포(호러),15,15세 관람가,,(주)소나무픽쳐스,N,
MM1000243893,파라노말 액티비티: 드림하우스,,The Terrible Two,20190612,,파라노말 액티비티: 드림 하우스,20190627090000,002,미국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,,,N,
MM1000273630,파리 에듀케이션,,A PARIS EDUCATION,20190725,,파리 에듀케이션,20190801090000,007,프랑스,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,찬란,N,
MM1000241145,파리의 딜릴리,,Dilili in Paris,20190529,2871,파리의 딜릴리,20190617090000,007,프랑스,MG0000000147|MG0000000153|MG0000000395,드라마|미스터리|가족,0,전체 관람가,Nord-Ouest Films,오드,N,
MM1000360572,파비안느에 관한 진실,,"La verite, The Truth",20191205,,파비안느에 관한 진실,20200422090000,003|007,일본|프랑스,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,,티캐스트 ,N,
MM1000218691,파업전야,,The Night Before Strike,20190501,593,파업전야,20190523090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,장산곶매 ,(주)리틀빅픽처스 ,N,
MM1000132474,파이널리스트,,Imposed Piece,20190124,,파이널리스트,20190207090000,013|040,독일|벨기에,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,(주)트리플픽쳐스,N,
MM1000231990,파이브 피트,,Five Feet Apart,20190410,98661,파이브 피트,20190611090000,002,미국,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,"(주)누리픽쳐스 , kth ",N,
MM1000323334,판소리 복서,,My Punch-Drunk Boxer,20191009,1019,판소리 복서,20191029090000,001,대한민국,MG0000000001|MG0000000010,드라마|코미디,12,12세 관람가,(주)바른손,CGV아트하우스,N,
MM1000327294,패트와 매트: 우당탕탕 크리스마스,,Pat a Mat: Zimni radovanky,20191107,,패트와 매트: 우당탕탕 크리스마스,20191113090000,023,체코,MG0000000120|MG0000000127,키즈애니|가족,0,전체 관람가,,(주)팝엔터테인먼트,N,
MM1000327299,패트와 매트: 우당탕탕 크리스마스,[해설판],Pat a Mat: Zimni radovanky,20191107,,패트와 매트: 우당탕탕 크리스마스[해설판],20191113090000,023,체코,MG0000000120|MG0000000127,키즈애니|가족,0,전체 관람가,,(주)팝엔터테인먼트,N,
MM1000160235,퍼미션,,Permission,20190227,,퍼미션,20190315090000,002,미국,MG0000000001|MG0000000010|MG0000000011,드라마|코미디|멜로/로맨스,19,19세 관람가,,에스와이코마드 ,N,
MM1000193320,퍼스트 리폼드,,First Reformed,20190411,1068,퍼스트 리폼드,20190422090000,002,미국,MG0000000001|MG0000000003,드라마|스릴러,15,15세 관람가,,(주)올스타엔터테인먼트,N,
MM1000324842,퍼펙트 스트레인저,,Perfect Strangers,20191024,,퍼펙트 스트레인저(2016),20191105090000,022,이탈리아,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,,(주)삼백상회,N,
MM1000244848,퍼펙트 타겟,,15 Minutes Of War,20190620,,퍼펙트 타겟,20190625090000,007,프랑스,MG0000000001|MG0000000002|MG0000000009,드라마|액션|전쟁,15,15세 관람가,,(주)라이크콘텐츠 ,N,
MM1000323345,퍼펙트맨,,Man of Men,20191002,95373,퍼펙트맨(2019),20191031090000,001,대한민국,MG0000000001|MG0000000010,드라마|코미디,15,15세 관람가,"MANFILM , (주)쇼박스 ",(주)쇼박스,N,
MM1000238224,평일 오후 3시의 연인,,Hirugao: Love Affairs in the Afternoon,20190613,,평일 오후 3시의 연인,20190620090000,003,일본,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,(주)팝엔터테인먼트 ,N,
MM1000141591,포 핸즈,,Four Hands,20190219,,포 핸즈[캐치온],20190826090000,013,독일,MG0000000001|MG0000000003,드라마|스릴러,15,15세 관람가,,세컨드웨이브 ,N,
MM1000295628,폭설,,SAVAGE,20190905,,폭설,20190905090000,004,중국,MG0000000002|MG0000000005|MG0000000012,액션|범죄|미스터리,15,15세 관람가,,(주)엔케이컨텐츠,N,
MM1000235768,폴라로이드,,Polaroid,20190606,151,폴라로이드[캐치온],20190806090000,002|009|053,미국|캐나다|노르웨이,MG0000000001|MG0000000004,드라마|공포(호러),15,15세 관람가,,(주)이수C&E ,N,
MM1000353653,프란치스코 교황: 맨 오브 히스 워드,,Pope Francis: A Man of His Word,20191121,,프란치스코 교황: 맨 오브 히스 워드,20200318090000,007|013|018|022,프랑스|독일|스위스|이탈리아,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,"백두대간 , 영화사 풀 ",N,
MM1000326603,프렌드 존,,Friend Zone,20191030,8266,프렌드 존,20191112090000,025,태국,MG0000000010|MG0000000011,코미디|멜로/로맨스,12,12세 관람가,,(주)디스테이션,N,
MM1000206226,프렌즈: 둥지탈출,,Manou the Swift,20190501,,프렌즈:둥지탈출,20190507090000,013,독일,MG0000000142|MG0000000143|MG0000000148|MG0000000395,판타지|어드벤처|코미디|가족,0,전체 관람가,LUXX Film,(주)박수엔터테인먼트,N,
MM1000209677,프로디지,,The Prodigy,20190404,4734,프로디지,20190513090000,002,미국,MG0000000003|MG0000000004,스릴러|공포(호러),15,15세 관람가,,판씨네마(주),N,
MM1000196316,프로스펙트,,PROSPECT,20190425,,프로스펙트,20190425090000,002|009,미국|캐나다,MG0000000002|MG0000000003|MG0000000015,액션|스릴러|SF,15,15세 관람가,,(주)풍경소리 ,N,
MM1000339867,프린스 코기,,The Queen's Corgi,20191224,,프린스 코기,20200106090000,040,벨기에,MG0000000148|MG0000000395,코미디|가족,0,전체 관람가,,(주)이수C&E,N,
MM1000227660,플레이 오어 다이,,PLAY or DIE,20190604,,플레이 오어 다이,20190604090000,040,벨기에,MG0000000003|MG0000000004,스릴러|공포(호러),19,19세 관람가,,(주)엔케이컨텐츠 ,N,
MM1000338484,플레이모빌: 더 무비,,PLAYMOBIL: THE MOVIE,20190911,28850,플레이모빌:더무비,20191231090000,009,캐나다,MG0000000142|MG0000000143|MG0000000148,판타지|어드벤처|코미디,0,전체 관람가,,(주)올스타엔터테인먼트,N,
MM1000229619,피터팬: 후크 선장과 결투의 날,,Peter Pan: The Quest for the Never Book,20190530,,피터팬: 후크선장과 결투의 날,20190604090000,021,아일랜드,MG0000000142|MG0000000143|MG0000000395,판타지|어드벤처|가족,0,전체 관람가,DQ Entertainment,(주)팝엔터테인먼트,N,
MM1000189112,필그리미지,,Pilgrimage,20190411,,필그리미지,20190416090000,002|021|040,미국|아일랜드|벨기에,MG0000000002|MG0000000013,액션|어드벤처,15,15세 관람가,,노바엔터테인먼트 ,N,
MM1000243047,하나레이 베이,,Hanalei Bay,20190606,378,하나레이 베이,20190625090000,003,일본,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,(주)디오시네마,N,
MM1000245912,하우스 오브 투모로우,,The House of Tomorrow,20190620,,하우스 오브 투모로우,20190626090000,002,미국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,워터스 엔드 프로덕션 ,(주)스톰픽쳐스코리아,N,
MM1000326559,하이 라이프,,HIGH LIFE,20191030,1011,하이 라이프(2018),20191111090000,007|008|013,프랑스|영국|독일,MG0000000003|MG0000000015,스릴러|SF,19,19세 관람가,,(주)올스타엔터테인먼트,N,
MM1000205389,하트스톤,,Heartstone,20190425,,하트스톤,20190507090000,036|084,덴마크|아이슬란드,MG0000000001|MG0000000011,드라마|멜로/로맨스,12,12세 관람가,,아이 엠(eye m) ,N,
MM1000124663,하트스트링스,,Le Coeur en braille,20190124,,하트스트링스,20190124090000,007,프랑스,MG0000000001|MG0000000010,드라마|코미디,0,전체 관람가,,(주)우성엔터테인먼트,N,
MM1000194052,한강에게,,To My River,20190404,607,한강에게,20190423090000,001,대한민국,MG0000000001|MG0000000011,드라마|멜로/로맨스,12,12세 관람가,영화사 행방 ,인디스토리 ,N,
MM1000269035,한낮의 피크닉,,Jam-si Swi-eo-ga-do Joa,20190704,328,한낮의 피크닉,20190724090000,001,대한민국,MG0000000001|MG0000000013|MG0000000014,드라마|어드벤처|가족,12,12세 관람가,서울독립영화제 ,서울독립영화제,N,
MM1000173134,항거: 유관순 이야기,,A Resistance,20190227,184976,항거: 유관순 이야기,20190402090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,"디씨지플러스 , 조르바필름 ",롯데컬처웍스(주)롯데엔터테인먼트 ,N,
MM1000210517,해안가로의 여행,,Journey to the Shore,20190509,,해안가로의 여행,20190514090000,003|007,일본|프랑스,MG0000000001|MG0000000011,드라마|멜로/로맨스,15,15세 관람가,,,N,
MM1000328693,해킹 헌터: 마인드 컨트롤,,INCONTROL,20191122,,해킹 헌터: 마인드 컨트롤[캐치온],20200420000000,009,캐나다,MG0000000001|MG0000000003|MG0000000015,드라마|스릴러|SF,15,15세 관람가,,(주)도키엔터테인먼트 ,N,
MM1000158790,해피 데스데이 2 유,,Happy Death Day 2 U,20190214,,해피 데스데이 2 유,20190314000000,002,미국,MG0000000004|MG0000000010,공포(호러)|코미디,15,15세 관람가,,유니버설픽쳐스인터내셔널 코리아(유),N,
MM1000136879,해피니스 로드,,On Happiness Road,20190214,,해피니스 로드,20190214090000,005,대만,MG0000000001|MG0000000008|MG0000000014,드라마|애니메이션|가족,0,전체 관람가,,(주)콘텐츠판다,N,
MM1000249539,해피엔드,,Happy End,20190620,779,해피엔드(2019),20190701090000,007|013|090,프랑스|독일|오스트리아,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,,그린나래미디어(주),N,
MM1000223613,해피타임 스파이,,The Happytime Murders,20190523,126,해피타임 스파이,20190528090000,002,미국,MG0000000005|MG0000000010|MG0000000012,범죄|코미디|미스터리,19,19세 관람가,,(주)제이앤씨미디어그룹,N,
MM1000337452,행동하는 양심 김대중,,President,20191128,2490,행동하는 양심 김대중,20191224090000,001,대한민국,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,명량문화재단,주식회사 마운틴픽쳐스,N,
MM1000128121,행맨,,Hangman,20190123,,행맨(2018),20190129090000,002,미국,MG0000000003|MG0000000005|MG0000000012,스릴러|범죄|미스터리,15,15세 관람가,,(주)박수엔터테인먼트,N,
MM1000279868,행복한 라짜로,,Lazzaro Felice,20190620,8404,행복한 라짜로,20190812090000,007|013|018|022,프랑스|독일|스위스|이탈리아,MG0000000001|MG0000000006,드라마|판타지,12,12세 관람가,,주식회사 슈아픽처스,N,
MM1000152744,허비 행콕: 무한한 가능성,,Herbie Hancock: Possibilities,20190221,,허비 행콕: 무한한 가능성,20190304000000,002,미국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,(주)에스와이코마드,N,
MM1000334281,허슬러,,Hustlers,20191127,30701,허슬러,20191210090000,002,미국,MG0000000001|MG0000000005,드라마|범죄,19,19세 관람가,,"제이앤씨미디어그룹 , TCO더콘텐츠온 ",N,
MM1000144971,험악한 꿈,,Mean Dreams,20190214,,험악한 꿈,20190222090000,009,캐나다,MG0000000003|MG0000000011,스릴러|멜로/로맨스,15,15세 관람가,,판씨네마(주),N,
MM1000336079,헤로니모,,Jeronimo,20191121,6792,헤로니모,20191218090000,001|002,대한민국|미국,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,Diaspora Film Production ,커넥트픽쳐스(주),N,
MM1000328085,헬로 몽키,,Monkey Magic,20191114,,헬로 몽키,20191119090000,004,중국,MG0000000142|MG0000000143|MG0000000144,판타지|어드벤처|액션,0,전체 관람가,,(주)박수엔터테인먼트,N,
MM1000316888,헬로우 평양,,A Postcard from PyongYang,20190926,,헬로우 평양,20191004090000,013,독일,MG0000000001|MG0000000017,드라마|다큐멘터리,0,전체 관람가,,(주)다자인소프트 ,N,
MM1000249360,헬보이,,Hellboy,20190410,323098,헬보이(2019),20190702000000,002,미국,MG0000000002|MG0000000006|MG0000000013|MG0000000389,액션|판타지|어드벤처|히어로,19,19세 관람가,,메가박스중앙(주)플러스엠,N,
MM1000292123,호크니,,Hockney,20190808,871,호크니,20190827090000,008,영국,MG0000000001|MG0000000017,드라마|다큐멘터리,12,12세 관람가,,"그린나래미디어(주) , 씨네그루(주)키다리이엔티 ",N,
MM1000229143,호텔 뭄바이,,Hotel Mumbai,20190508,1084,호텔 뭄바이,20190605090000,011,호주,MG0000000001|MG0000000003|MG0000000005,드라마|스릴러|범죄,15,15세 관람가,,글뫼(주),N,
MM1000342444,호흡,,Clean up,20191219,,호흡,20200116090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,15,15세 관람가,한국영화아카데미(KAFA FILMS) ,(주)영화사 그램 ,N,
MM1000314766,홍금보의 라이프타임 트레저,,A Lifetime Treasure,20191002,,홍금보의 라이프타임 트레저,20191002090000,006,홍콩,MG0000000002|MG0000000010,액션|코미디,12,12세 관람가,,(주)이놀미디어,N,
MM1000372029,화이트 라이언 찰리,,Mia and the White Lion,20190808,,화이트 라이언 찰리,20200608100000,007|013|041,프랑스|독일|남아프리카 공화국,MG0000000001|MG0000000014,드라마|가족,0,전체 관람가,,씨네룩스,N,
MM1000299120,후로티로봇 극장판,,FRUITY ROBO: the great escape,20190829,,후로티로봇 극장판,20190903090000,004,중국,MG0000000141|MG0000000143|MG0000000148|MG0000000395,SF|어드벤처|코미디|가족,0,전체 관람가,,(주)박수엔터테인먼트,N,
MM1000176310,히치하이크,,A Haunting Hitchhike,20190314,,히치하이크,20190403090000,001,대한민국,MG0000000001|MG0000000014,드라마|가족,12,12세 관람가,영화사 브리드,무브먼트,N,
MM1000315961,"힘을 내요, 미스터 리",,"CHEER UP, MR. LEE",20190911,5884,"힘을 내요, 미스터 리",20191001090000,001,대한민국,MG0000000001|MG0000000010,드라마|코미디,12,12세 관람가,(주)용필름 ,(주)NEW ,N,
